gene_symbol,Mapkap1
mouse_strain,C57BL
analysis_id,f51z00d5cejw406
gene_accession_id,MGI:2444554
pvalue,0.2238766
parameter_name,T cells - % of CD45+
parameter_id,MGP_BMI_019_001
mouse_life_stage,E12.5
