parameter_id,IMPC_GRS_011_001
gene_symbol,Fgb
pvalue,0.1792511
gene_accession_id,MGI:99501
mouse_life_stage,E12.5
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
mouse_strain,C57BL
analysis_id,28524m7p972z49o
