gene_symbol,Dcaf10
parameter_id,IMPC_GEP_017_001
gene_accession_id,MGI:2140179
pvalue,0.694418
analysis_id,70q231v3m69j0w4
parameter_name,Facial Morphology
mouse_strain,C57BL
mouse_life_stage,Early adult
