parameter_name,Whole arena average speed
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_symbol,Ahctf1
gene_accession_id,MGI:1915033
analysis_id,j67t6o1646vj2q6
parameter_id,JAXLA_OFD_009_001
pvalue,0.3359494
