parameter_name,Bone Area
mouse_life_stage,Early adult
analysis_id,om6r40396044nrq
gene_accession_id,MGI:2135738
gene_symbol,Abo
mouse_strain,C57BL
parameter_id,IMPC_DXA_010_001
pvalue,0.06184179
