mouse_life_stage,Late adult
parameter_name,Periphery resting time
parameter_id,HRWLLA_OFD_011_001
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
mouse_strain,C57BL
pvalue,0.4748521
analysis_id,clgr2qzb24047k2
