gene_symbol,AU040320
parameter_name,Periphery average speed
analysis_id,pt61nxw957d1i6f
mouse_life_stage,Late adult
parameter_id,ESLIM_007_001_009
pvalue,0.3737924
gene_accession_id,MGI:2140475
mouse_strain,C57BL
