gene_symbol,Jun
gene_accession_id,MGI:96646
parameter_name,Total CD4+ T cells - % of CD45+
pvalue,0.3576981
mouse_life_stage,E9.5
mouse_strain,C57BL
analysis_id,be01ya0i40b2jfu
parameter_id,MGP_IMM_071_001
