gene_accession_id,MGI:1917604
gene_symbol,Secisbp2l
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
parameter_id,IMPC_XRY_067_001
pvalue,0.3531327
parameter_name,Caudal processes
analysis_id,pzle22ti3455spg
