parameter_id,MGP_MLN_067_001
gene_accession_id,MGI:2446186
parameter_name,Resting CD4+ T helper cells - % of CD45+
mouse_life_stage,Late adult
gene_symbol,Lpgat1
mouse_strain,C57BL
analysis_id,t594n6fcq266m7d
pvalue,0.5687917
