parameter_id,IMPC_ACS_006_001
gene_symbol,Zyg11b
analysis_id,7n022ux9du8u83n
mouse_life_stage,E18.5
gene_accession_id,MGI:2685277
parameter_name,Response amplitude - S
mouse_strain,C57BL
pvalue,0.7678893
