gene_symbol,Plcb1
pvalue,0.1046814
analysis_id,eoy667lpe56vi5h
gene_accession_id,MGI:97613
mouse_strain,C57BL
parameter_id,IMPC_CBC_053_001
parameter_name,Thyroxine
mouse_life_stage,Late adult
