parameter_id,JAX_LDT_009_001
mouse_life_stage,Late adult
analysis_id,g390x3hzn2n596a
parameter_name,Percent time in light
mouse_strain,C57BL
pvalue,0.7337966
gene_accession_id,MGI:109356
gene_symbol,Snap23
