parameter_id,IMPC_EYE_008_001
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
gene_symbol,Wars2
analysis_id,2xehzqdm045k8cj
mouse_strain,C57BL
pvalue,0.4633918
parameter_name,Corneal opacity
