gene_symbol,Hnf4a
parameter_name,Retinal Blood Vessels
analysis_id,tz2vo86se2t1yj8
gene_accession_id,MGI:109128
pvalue,1.944476e-15
parameter_id,IMPC_EYE_024_001
mouse_life_stage,Early adult
mouse_strain,C57BL
