gene_symbol,Nucks1
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1934811
mouse_strain,C57BL
parameter_id,IMPC_XRY_059_001
pvalue,0.548179
analysis_id,vbo4ql2la01e9g0
parameter_name,Shape of ribcage
