gene_symbol,Snrpb2
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_ECH_008_001
analysis_id,plg2sxmm77m0v02
pvalue,0.1929778
gene_accession_id,MGI:104805
parameter_name,LVIDd
