parameter_id,IMPC_FEA_106_001
gene_accession_id,MGI:1345282
mouse_life_stage,Early adult
gene_symbol,Slc30a4
pvalue,0.4838365
mouse_strain,C57BL
analysis_id,569922hf0rx454j
parameter_name,Difference in Cue Tone and Cue Baseline % Freezing
