parameter_id,IMPC_GEO_064_001
analysis_id,0x617ri4i4c0744
gene_symbol,Col6a3
mouse_strain,C57BL
pvalue,0.2909794
mouse_life_stage,Early adult
parameter_name,Edema
gene_accession_id,MGI:88461
