analysis_id,14rraafj8408x0u
pvalue,0.4499407
gene_symbol,Tbl1xr1
gene_accession_id,MGI:2441730
parameter_id,IMPC_DXA_003_001
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Lean mass
