gene_symbol,Slc30a4
parameter_id,MGP_IMM_073_001
gene_accession_id,MGI:1345282
pvalue,0.1441823
analysis_id,m1540s407n75v89
mouse_strain,C57BL
mouse_life_stage,Late adult
parameter_name,Effector CD4+ T helper cells - % of CD45+
