parameter_id,JAX_SLW_013_001
parameter_name,Breath rate during sleep mean
gene_symbol,Nemp2
mouse_life_stage,Early adult
analysis_id,z6b11vcz65du5p4
mouse_strain,C57BL
gene_accession_id,MGI:2444113
pvalue,0.9573005
