mouse_strain,C57BL
analysis_id,839ya6wkzm917p5
gene_accession_id,MGI:1914050
parameter_name,Placenta Morphology
parameter_id,IMPC_GPO_002_001
mouse_life_stage,Early adult
pvalue,0.4791915
gene_symbol,Trp53rkb
