mouse_life_stage,E9.5
gene_accession_id,MGI:1924315
analysis_id,t697de0jaf852c7
parameter_name,Lens Opacity
mouse_strain,C57BL
pvalue,0.3139241
gene_symbol,Ints7
parameter_id,IMPC_EYE_017_001
