gene_symbol,Nipal3
mouse_life_stage,Early adult
parameter_name,Glucose response AUC
mouse_strain,129SV
parameter_id,ESLIM_004_001_701
pvalue,0.6789519
analysis_id,bro76698f620617
gene_accession_id,MGI:1921802
