gene_symbol,Hpca
mouse_strain,C57BL
pvalue,0.4718852
gene_accession_id,MGI:1336200
parameter_id,IMPC_FEA_107_001
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
analysis_id,kg7l62l31h774s4
mouse_life_stage,Middle aged adult
