gene_symbol,Plcb1
mouse_strain,C57BL
parameter_name,Distance travelled - total
parameter_id,HRWLLA_OFD_020_001
analysis_id,8x061f9uc119963
mouse_life_stage,Late adult
gene_accession_id,MGI:97613
pvalue,0.4406651
