parameter_id,IMPC_OFD_012_001
parameter_name,Periphery permanence time
mouse_life_stage,E12.5
mouse_strain,C57BL
pvalue,0.5224915
analysis_id,589128hbri1a3ln
gene_symbol,Wars2
gene_accession_id,MGI:1917810
