parameter_name,BMC/Body weight
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:1924054
analysis_id,3lck4kn86203e9a
pvalue,0.5855785
parameter_id,JAXLA_DXA_007_001
gene_symbol,Kdm4c
