gene_symbol,Fgb
mouse_strain,C57BL
gene_accession_id,MGI:99501
mouse_life_stage,E15.5
pvalue,0.8232186
analysis_id,6w3v8j0c2v88799
parameter_id,M-G-P_026_001_004
parameter_name,Coat colouration
