parameter_id,MGP_MLN_001_001
mouse_strain,C57BL
gene_accession_id,MGI:1916846
gene_symbol,Ap5s1
analysis_id,n6e07r0urt60z2e
mouse_life_stage,Early adult
pvalue,0.6588447
parameter_name,Total T cells - % of CD45+
