gene_symbol,Mecom
pvalue,0.2710344
parameter_name,Ulna
gene_accession_id,MGI:95457
parameter_id,IMPC_XRY_023_001
mouse_life_stage,E12.5
analysis_id,joe5862066zjmbq
mouse_strain,C57BL
