parameter_id,MGP_BMI_014_001
mouse_life_stage,Early adult
pvalue,0.488492
analysis_id,0bzh36gbl25jetl
gene_accession_id,MGI:3650254
gene_symbol,Zfp683
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
mouse_strain,C57BL
