gene_symbol,Pglyrp3
parameter_id,IMPC_EYE_001_001
gene_accession_id,MGI:2685266
parameter_name,Eye
analysis_id,3u77832he585468
mouse_life_stage,Early adult
pvalue,0.7593146
mouse_strain,C57BL
