gene_symbol,Bmi1
mouse_strain,C57BL
parameter_name,Ly6Clow monocyte number
gene_accession_id,MGI:88174
analysis_id,9l4ia5p71375f95
pvalue,0.8174537
parameter_id,MGP_PBI_038_001
mouse_life_stage,E15.5
