mouse_strain,129SV
parameter_id,JAXLA_DXA_009_001
gene_symbol,Nipal3
analysis_id,00k8xevxx96tsa5
parameter_name,Fat/Body weight
mouse_life_stage,Early adult
gene_accession_id,MGI:1921802
pvalue,0.7718213
