mouse_life_stage,Late adult
parameter_name,Vibrissae - presence
analysis_id,83c4130387k064f
pvalue,0.961112
mouse_strain,C57BL
parameter_id,JAXLA_CSD_023_001
gene_symbol,Slc30a4
gene_accession_id,MGI:1345282
