gene_symbol,Tbl1xr1
pvalue,0.1574368
parameter_name,Time mobile light side
gene_accession_id,MGI:2441730
parameter_id,JAX_LDT_003_001
mouse_life_stage,Late adult
analysis_id,0xc5e0ukutl69ya
mouse_strain,C57BL
