parameter_id,IMPC_EYE_068_001
mouse_life_stage,Middle aged adult
parameter_name,Left total retinal thickness
gene_accession_id,MGI:2446186
mouse_strain,C57BL
analysis_id,4wm887nq22n3i51
pvalue,0.4431743
gene_symbol,Lpgat1
