gene_symbol,Rab13
parameter_name,Fat/Body weight
mouse_strain,C57BL
gene_accession_id,MGI:1927232
mouse_life_stage,Early adult
analysis_id,2147m0f8982b34a
pvalue,0.4412799
parameter_id,IMPC_DXA_009_001
