parameter_id,IMPC_EYE_001_001
analysis_id,54vv37md2sg7079
gene_symbol,Tubb4b
mouse_life_stage,Early adult
gene_accession_id,MGI:1915472
pvalue,0.857003
parameter_name,Eye
mouse_strain,C57BL
