mouse_life_stage,Middle aged adult
pvalue,0.2010246
gene_symbol,Snap23
mouse_strain,C57BL
gene_accession_id,MGI:109356
parameter_name,Fat mass
parameter_id,IMPC_DXA_002_001
analysis_id,5e8931zf3e0623k
