gene_symbol,Bcs1l
mouse_strain,C57BL
analysis_id,3vr9054k0ij12eh
parameter_id,MGP_BMI_014_001
parameter_name,Mature B cells (Hardy fraction F) - % of CD45+
mouse_life_stage,E9.5
gene_accession_id,MGI:1914071
pvalue,0.4382817
