parameter_id,HMGULA_CBC_015_001
pvalue,0.9012214
gene_accession_id,MGI:1346344
gene_symbol,Nr0b2
mouse_strain,B6J
parameter_name,Total cholesterol
mouse_life_stage,Early adult
analysis_id,op0248gi86684dm
