gene_symbol,Ubxn11
mouse_strain,C57BL
pvalue,0.09393074
gene_accession_id,MGI:1914836
parameter_id,IMPC_FEA_107_001
analysis_id,b32g02rx3835622
mouse_life_stage,Early adult
parameter_name,Difference in Conditioning Post-shock and Conditioning Baseline % Freezing
