gene_symbol,Cntfr
gene_accession_id,MGI:99605
pvalue,0.2890455
mouse_strain,129SV
mouse_life_stage,Early adult
parameter_id,MGP_IMM_129_001
analysis_id,f5ozkixouul1gop
parameter_name,CD11b-high cDC - % of CD45+
