gene_symbol,Sdcbp2
mouse_strain,C57BL
pvalue,0.382889
gene_accession_id,MGI:2385156
parameter_name,Blood Vessel Morphology
analysis_id,owype88okx1jzk3
mouse_life_stage,Early adult
parameter_id,IMPC_GEO_011_001
