gene_symbol,Eprs1
gene_accession_id,MGI:97838
parameter_name,Center average speed
mouse_life_stage,E12.5
pvalue,0.1994404
analysis_id,24a8v3964c9599c
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_017_001
