gene_symbol,Fgb
parameter_id,HRWLLA_CBC_014_001
parameter_name,Alkaline phosphatase
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.2806184
gene_accession_id,MGI:99501
analysis_id,36o20n52py6d5ob
