parameter_id,ICS_FEA_019_001
pvalue,0.9270593
mouse_life_stage,Early adult
analysis_id,8rp12p3a02v7f47
gene_symbol,Cisd2
parameter_name,% Freezing duration pre-cue-2
gene_accession_id,MGI:1914256
mouse_strain,C57BL
