gene_symbol,Nanp
analysis_id,69c7a5qd1412neh
parameter_id,HRWLLA_OFD_020_001
parameter_name,Distance travelled - total
mouse_life_stage,Early adult
gene_accession_id,MGI:1914561
mouse_strain,C57BL
pvalue,0.2482718
