gene_symbol,Ola1
parameter_name,Urea (Blood Urea Nitrogen - BUN)
pvalue,0.09322829
analysis_id,n4oc75qj04jvxtf
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1914309
parameter_id,IMPC_CBC_004_001
