parameter_id,IMPC_HEM_038_001
analysis_id,wb31yg72914fzr7
mouse_life_stage,Early adult
parameter_name,Basophil differential count
pvalue,0.9758743
gene_symbol,Arpc5l
mouse_strain,C57BL
gene_accession_id,MGI:1921442
