gene_symbol,Secisbp2l
pvalue,0.2304414
mouse_life_stage,Middle aged adult
mouse_strain,C57BL
gene_accession_id,MGI:1917604
parameter_id,IMPC_CSD_011_001
parameter_name,Coat - hair distribution - back
analysis_id,2ali278ya237jh5
