gene_symbol,Zmynd19
parameter_name,Aggression
mouse_strain,C57BL
pvalue,0.6222463
analysis_id,lz467r3dz348287
mouse_life_stage,Early adult
gene_accession_id,MGI:1914437
parameter_id,IMPC_CSD_079_001
