mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,MGP_PBI_029_001
gene_accession_id,MGI:109356
pvalue,0.7873999
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell number
analysis_id,z77sp52k2nx7918
gene_symbol,Snap23
