parameter_id,JAXLA_CSD_041_002
pvalue,0.4121728
gene_symbol,Bmp7
parameter_name,Hindpaw - size
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:103302
analysis_id,4uhh2952dh40j61
