mouse_life_stage,E18.5
gene_accession_id,MGI:1914309
analysis_id,083rtyzcv2k3rx0
mouse_strain,C57BL
gene_symbol,Ola1
parameter_name,Neutrophil percentage
parameter_id,MGP_PBI_019_001
pvalue,0.413031
