parameter_id,IMPC_XRY_022_001
mouse_life_stage,Early adult
gene_accession_id,MGI:2140475
pvalue,0.4242398
mouse_strain,C57BL
gene_symbol,AU040320
analysis_id,y65664pg0zauby5
parameter_name,Radius
