parameter_id,M-G-P_005_001_001
mouse_life_stage,E12.5
analysis_id,ou8d8758t5bm034
gene_accession_id,MGI:99501
gene_symbol,Fgb
parameter_name,Weight
pvalue,0.88965
mouse_strain,C57BL
