mouse_life_stage,Late adult
gene_symbol,Hpca
mouse_strain,C57BL
parameter_name,Hindlimb digit - size
pvalue,0.4879509
analysis_id,512l7f4dkq7e131
parameter_id,IMPC_CSD_047_001
gene_accession_id,MGI:1336200
