parameter_name,Whole arena average speed
parameter_id,IMPC_OFD_009_001
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:1345282
gene_symbol,Slc30a4
mouse_strain,C57BL
analysis_id,d490yr15855u106
pvalue,0.3523974
