parameter_id,MGP_MLN_066_001
gene_accession_id,MGI:95457
parameter_name,Effector CD4+ T helper cells - % of CD45+
analysis_id,3os15c8i20x1ozf
mouse_life_stage,Early adult
gene_symbol,Mecom
mouse_strain,C3H
pvalue,0.1404656
