parameter_id,M-G-P_016_001_006
mouse_strain,C57BL
parameter_name,Mean-corpuscular-haemoglobin
pvalue,0.3293885
gene_accession_id,MGI:2444114
mouse_life_stage,Early adult
analysis_id,m0o188j9828n234
gene_symbol,Zcchc2
